"entity","type","direction","source","notes","date"
"78.186.167.37","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.218.166.198","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"49.142.150.56","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.126.65.166","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.7.169.13","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"60.173.10.16","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"186.74.28.91","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"72.175.29.85","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"69.54.139.141","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.249.148.250","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"70.88.124.194","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"62.216.54.57","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.189.164.128","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"84.117.212.4","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.189.223.58","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.189.114.70","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"85.97.122.34","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"84.87.35.76","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.114.35.223","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"88.247.10.79","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.189.217.23","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.166.120.8","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"95.9.164.232","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"218.211.12.100","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.72.132.212","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.82.63.252","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"96.18.22.231","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.223.140.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"109.51.229.165","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.33.105.186","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.247.250.212","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.167.133.117","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.33.107.180","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.117.65.208","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.35.84.64","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.79.144.2","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.55.155.103","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.163.169.33","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.179.105.76","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"157.14.201.239","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.132.111.178","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"110.8.202.141","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.20.108.114","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.227.30.37","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.35.148.244","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.127.171.246","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.32.152.139","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"110.35.18.131","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.126.177.235","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.117.244.90","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"120.63.158.53","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"72.193.127.192","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.214.131.196","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.197.232.10","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"62.183.134.221","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.250.27.24","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"61.219.106.107","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.132.252.249","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"14.174.136.221","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"39.112.215.71","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"60.251.190.112","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.116.172.185","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"110.9.17.20","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"82.232.246.152","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"85.139.10.30","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"133.236.87.32","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"121.139.147.227","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"58.221.47.24","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.128.217.200","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"185.78.29.39","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.128.226.220","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"131.100.167.72","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"141.212.122.79","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.129.214.159","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"183.239.210.114","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"186.74.162.252","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"187.39.82.37","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.25.223.11","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.130.213.9","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.250.15.73","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.114.13.139","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"92.115.213.177","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.248.170.90","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"119.10.71.204","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.106.111.100","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.151.138.166","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.165.40.235","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"94.73.63.61","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.98.57.187","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.143.52.84","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"95.86.209.79","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"104.160.175.240","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"103.17.157.148","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"107.179.126.32","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"115.75.48.98","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"115.79.122.177","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"201.194.195.52","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"179.156.248.20","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"201.232.89.105","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"211.245.3.93","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"212.224.109.175","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"171.225.237.82","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"171.226.56.7","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.135.70.96","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.104.89.235","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"213.238.246.122","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.132.248.222","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.133.111.182","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"175.212.2.76","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"183.104.14.169","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"183.60.177.97","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"180.214.180.15","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"178.205.252.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"177.36.100.91","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"74.92.63.173","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"1.171.155.153","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"166.62.35.14","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"78.47.193.249","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.31.30.188","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"119.201.28.115","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"31.24.230.45","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.31.31.186","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"86.105.52.216","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"5.154.240.118","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"59.110.70.226","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"188.113.57.0","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"119.191.198.213","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"27.77.155.115","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"70.185.212.247","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"124.171.107.45","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"94.229.73.93","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"1.180.215.102","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"23.94.168.218","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"14.38.144.135","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"24.154.50.15","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"24.185.94.52","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"45.114.180.155","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"37.75.14.122","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"40.69.136.58","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"45.119.142.199","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"50.243.81.84","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.2.88.173","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"49.1.83.36","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.2.25.64","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.126.180.89","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.187.212.157","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.214.56.45","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.214.125.220","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"77.241.38.204","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.225.226.121","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.226.51.202","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"93.116.150.66","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"104.244.147.182","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.185.151.221","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.33.222.238","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"116.99.227.5","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.159.46.25","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.201.35.69","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.177.93.183","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"123.57.15.179","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"173.224.24.147","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"141.212.122.101","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"141.212.122.64","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"141.212.122.71","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"175.199.114.249","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"141.212.122.76","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.210.214.177","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.1.134.101","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"186.38.16.61","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"186.101.66.242","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"178.161.240.91","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.4.184.239","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"188.120.149.233","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"202.79.51.46","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.211.140.65","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"179.208.120.186","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"203.243.143.107","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"203.243.143.81","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.134.168.159","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"218.87.221.87","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"221.121.11.227","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"221.125.87.189","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.132.94.41","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.132.170.234","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"211.149.190.93","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"216.164.129.206","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"213.14.157.58","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.133.90.103","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"36.255.122.85","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Spamming","2017-03-21"
"121.164.222.74","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"118.193.166.115","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.31.35.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"185.29.8.134","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"91.195.102.7","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"142.197.172.112","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.243.11.4","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.136.237.112","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"185.140.108.3","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Spamming","2017-03-21"
"58.211.143.130","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"46.59.6.65","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"110.84.129.110","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"104.200.154.30","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"153.168.122.212","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"5.255.94.95","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"1.180.212.64","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"8.3.124.110","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"47.149.26.109","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"73.198.28.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"23.241.161.122","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"80.82.64.21","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"27.109.116.48","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"14.191.6.121","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"58.6.183.50","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.245.99.249","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"61.221.217.38","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"61.91.37.118","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"95.71.122.241","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"93.116.104.88","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.106.72.58","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"114.33.126.2","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"94.52.45.139","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.197.220.86","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.203.188.66","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.169.2.190","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.248.130.135","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"86.191.0.14","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"87.101.133.168","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.249.228.169","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"85.93.154.206","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"131.100.234.3","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"83.69.29.187","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"70.61.237.230","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"61.142.80.35","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.181.150.155","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"72.240.63.75","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.4.104.165","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"66.68.167.96","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.225.230.235","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"86.35.225.244","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"82.235.173.194","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"79.173.249.41","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.188.12.72","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"80.90.229.22","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.188.50.86","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"61.247.112.39","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.188.26.195","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.71.59.98","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.218.136.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"94.182.146.49","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"85.96.206.219","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.22.21.207","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.250.184.172","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.189.149.139","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"92.81.17.70","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"96.66.42.5","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"73.76.230.106","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.159.5.220","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.132.1.220","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"200.113.127.237","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"193.253.109.125","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"187.85.132.75","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"184.164.76.235","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"219.136.252.232","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"177.193.233.18","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"110.4.189.61","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"116.123.139.139","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"109.92.235.91","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
